Customer ID;AVERAGE_QT_AMT;total_spends
17420;8;99.9
18087;43;279.41
15196;3;105.15
13115;11;515.16
14426;11;1331.09
14655;20;186.86
13656;9;135.41
16547;4;58.32
15966;8;70.66
17629;8;130.45
12949;11;1639.56
15030;30;112.23
13490;3;75.25
15800;2;310.37
16756;8;225.37
14489;10;162.55
13719;5;585.91
14260;10;156.11
12720;9;493.68
17755;-3;34.37
15093;33;568.49
14864;-8;8
13553;2;330.65
13324;52;212.36
12554;9;99.43
14094;3;126.89
17423;19;25.55
15634;6;68.1
16424;15;26.75
17964;5;124.66
17091;7;815.47
17632;-1;12.7
14157;6;119.75
12388;11;134.64
18173;36;40.63
15468;21;159.94
13387;1;140.41
16238;14;4.85
14927;9;46.6
13158;9;43.99
17841;2;15617.09
14532;3;1118.06
13762;83;33.35
15302;6;91.45
12992;3;27.3
12451;17;361.07
16072;2;1996.51
17300;10;88.93
14761;6;41.91
13825;4;110.3
12826;12;178.37
14595;7;58.65
15365;10;358.88
14366;16;8.5
15906;3;412.05
13055;11;168.57
17967;1;157.28
16636;29;191.32
13659;8;787.61
14970;5;411.95
17635;10;206.69
14200;6;83.25
15199;13;159.2
12889;4;137.23
17177;1;98.55
14429;13;53.27
16344;15;81.02
15803;17;131.18
16845;8;68.86
12494;7;161.99
15574;2;437.22
13264;9;123.04
14263;10;37.74
14867;6;653.99
17512;28;174.29
15637;20;80.46
12557;95;54.23
13327;12;738
14097;8;87
18053;7;52.75
16178;12;51.93
13931;12;525.37
12932;16;197.23
14472;2;157.49
14701;3;848.93
17180;4;572.19
17721;9;45.91
15242;49;8.62
16639;7;129.67
18179;23;51.69
12391;4;828.01
16012;6;365.05
15471;4;196.13
13161;2;151.14
13702;14;11.89
17389;44;1173.81
14306;76;15.2
13765;17;67.681
14535;2;1581.18
17847;3;41.63
16075;6;202.79
15305;8;17.15
15076;8;138.78
16848;8;187.7
12766;11;431.13
15846;2;52.69
13599;17;412.07
12600;8;483.74
15680;11;588.5
14369;9;76.1
18056;10;25.85
17057;2;147.07
17515;3;573.52
12829;21;35.13
13370;7;166.19
13204;7;237.18
15514;12;306.06
16725;2;806.2
13433;7;112.42
12663;15;61.35
14744;19;450.71
13974;6;68.34
14203;5;86.34
16284;4;62.02
12434;6;68.12
13267;9;808.28
14037;5;169.86
15577;1;84.95
12497;101;114.84
17933;4;29.34
16118;60;136.36
14807;6;128.24
16347;5;869.99
17392;12;49.17
12872;4;976.52
13871;9;233.44
15182;9;352.752
13101;8;107.64
16519;4;117.22
14412;15;48.74
13642;1;129.04
17601;2;166.75
18268;10;210.39
12706;-1;91.89
13476;6;231.1
13705;11;291.35
15245;20;109.01
12935;10;423.5
15016;1;266.41
15786;12;662.59
14475;15;15.7
14080;2;699.64
15079;10;419.2
16854;13;188.64
13539;7;197
15849;-1;5876.34
14850;6;394.46
14309;13;195.05
17395;22;6.25
16396;3;20.4
15620;10;76.56
13310;9;74.58
17063;8;329.31
13373;13;665.06
18145;13;366.55
17604;3;326.04
15454;3;48.66
14913;13;353.5
15683;12;41.14
13144;2;9.25
16522;11;85.58
14684;1;172.05
16224;21;47.53
12437;13;1194.23
13748;21;74.47
18271;15;62.04
16287;33;72.14
15288;6;281.81
16731;2;77.33
13207;9;29.75
17730;17;174.78
13977;23;32.66
16058;9;6.7
16940;6;672.56
15892;1;104.98
13582;9;31.49
15122;8;545.35
16121;2;334.28
13041;9;133.87
14581;1;165.2
15351;4;451.89
16399;4;109.76
17066;5;48.92
13416;9;23.45
14415;4;2257.95
12875;528;2.67
18148;5;28.36
16608;5;415.37
15955;11;528.37
14186;14;153.06
14956;625;2.12
15726;5;111.28
17607;12;53.68
12709;30;1393.63
14790;19;189.33
17816;1;47.76
14249;8;1166.161
16330;2;193.15
15789;17;231.05
14020;5;182.53
13479;13;89.56
15560;7;26.44
17275;3;85.61
13313;12;267.25
13854;19;290.54
15623;10;336.7
15394;10;550.64
14083;3;212.12
16943;0;965.52
17484;24;32.81
14853;11;140.24
14624;12;92.91
12543;16;112.37
16402;1;149.75
15998;3;2446
17610;5;531.66
13688;26;22.75
18151;9;271.36
16611;8;403.51
12377;15;207.17
14687;15;85.32
16227;8;98.6
15228;10;352.02
17152;30;10.9
14458;6;62.98
14292;17;306.59
15291;16;901.83
17819;15;174.78
15062;10;290.75
17278;8;4.6
14521;10;48.1
16061;3;37.1
14896;3;712.19
13585;33;58.95
17487;4;48.5
16946;6;272.07
15125;17;549.56
14355;10;130.43
18028;33;11
15666;7;136.73
14126;13;60.27
17155;14;87.6
17696;14;595.55
12649;14;246.66
16614;5;155.35
18154;14;45.85
15729;2;39.15
14189;13;205.73
14564;11;421.29
16823;7;381.72
16104;4;798.24
17364;9;2069.23
13253;37;81.16
12483;15;563.36
15563;10;278.05
17822;7;474.78
14793;10;57.09
16167;20;317.43
13087;5;85.77
17032;6;1571.1
14627;8;96.2
13857;6;276.84
17490;9;113.65
15938;9;45.21
14398;5;207.73
16491;11;108.89
18031;4;119.37
12921;13;2048.48
16700;12;518.43
15002;6;720.95
14461;4;1578.3
17158;7;198.49
15231;10;33.22
17699;10;62.45
16001;7;100.21
15772;6;72.32
13691;2;113.61
12755;14;216.76
14295;13;246.6
17908;2;674.02
15606;10;278.93
15065;5;52.89
17035;19;18.99
16210;41;675.5
17576;5;1750.69
12589;6;2688.77
14129;14;122.53
13359;5;203.55
14899;4;518.54
18034;3;191.68
17244;9;245.31
16703;-1;15
15503;1;107.61
16273;2;123.94
13963;11;561.82
12423;11;125.89
16044;8;57.44
17702;8;254.01
14733;18;563.77
18243;8;82.13
15878;4;111.83
16912;9;342.56
13027;399;115.84
13797;7;298.55
15337;8;95.83
15712;6;458.8
16580;-1;5
14401;21;232.9
15941;2;62.3
12861;6;24
17579;2;198.85
17038;12;104.21
15005;3;3593.09
15775;96;0.57
12695;7;188.51
15546;5;98.1
18246;48;3.39
13465;17;78.73
14235;15;157.56
16316;10;523.37
16150;7;454.85
14839;12;172.59
14069;1;175.97
16915;3;512.75
13299;6;291.32
12529;8;68.56
17456;8;200.23
15984;8;1201.53
16583;8;42.9
15443;3;749.19
17582;5;327.36
18123;1;85.9
13133;4;25.35
14673;11;193.56
13903;10;31.8
14507;5;621.87
16792;3;221.98
16047;1;107.14
15818;25;20.17
15277;12;30.51
12967;13;295.96
14341;10;350.52
16918;4;747.87
13571;4;705.65
15111;6;285.06
18000;18;12.11
12801;9;269.82
13405;35;72.77
17127;9;151.94
14175;7;994.41
16586;12;100.79
15715;6;155.36
16256;63;86.45
12635;9;218.05
14945;14;17.05
15549;5;184.32
17794;6;30.95
16795;3;748.87
16090;3;94.33
12469;33;227.97
13239;11;232
17336;48;1.69
14009;18;50.94
14613;72;1.06
15383;-1;10.5
16153;18;349.7
13073;9;95.98
17004;17;62.13
13843;8;70.5
18003;11;48.16
18212;5;63.55
17130;-1;18.38
12907;5;150.41
15217;6;104.02
13677;2;375.02
14447;9;95.59
15987;2;114.49
17671;10;141.63
15051;13;383.9
17880;8;56.65
16798;1;730.01
13511;8;70.44
12741;13;195.53
17339;2;20.9
14281;6;47
18006;4;163.41
14115;23;48.23
16466;5;826.63
12575;8;135.67
17007;8;64.44
14885;32;30.52
17548;8;60.76
15489;9;240.92
13179;10;70.84
18215;13;234.2
16259;1;255.45
17216;1;42.85
12409;47;477.63
16675;12;63.97
17674;31;7.24
12472;10;1556.93
13013;12;1003.95
17342;12;258.06
13783;343;5.59
15323;3;145.95
17883;3;156.73
14553;3;369.4
18092;73;177.58
15157;39;37.34
15927;4;56.42
13617;4;264.01
16469;3;86.06
12847;17;44.67
14221;10;530.18
12681;11;2414.33
17677;27;1229.1
18218;27;30.13
13451;5;1223.01
15761;6;36.45
14991;9;85.31
17219;3;37.66
16887;4;179.74
17345;11;259.28
16365;7;350.68
14055;21;95.17
17886;3;322.71
13285;9;140.08
14825;9;473.86
12744;14;372.51
15595;36;8.8
12349;9;899.49
13119;10;16.65
13889;10;223.07
16199;32;33.4
17013;-1;3224.76
18095;44;58.2
12578;19;182.58
16555;0;198.44
17222;8;261.99
17763;0;61.75
14493;7;701.51
13723;11;166.23
16681;17;10.52
12412;16;171.87
12953;9;130.36
16033;2;909.68
18221;8;70.32
14327;12;203.1
13557;12;329.11
15867;5;2014.54
17889;3;293.48
16890;12;36.94
15097;2;154.37
12787;9;61.13
16558;8;1119.96
17557;4;8.5
14161;5;516.96
12621;20;1038.81
17099;7;127.12
12850;100;3.3
18098;2;311.48
13225;42;266.01
12455;8;603.11
13995;9;377.73
13454;8;34.19
17225;7;16.3
16767;25;125.33
15535;2;286.73
17766;7;63.02
16139;10;72.26
15369;17;199.79
13288;31;70.58
13059;4;866.52
16435;4;525.36
14599;3;196.14
17975;3;702.85
13829;12;8.5
16893;1;213.39
15203;12;287.29
13663;9;354.88
18101;2;219.75
13892;238;4.93
17643;7;107.25
14433;1;191.1
15973;17;56.46
12352;10;54.6
14267;-1;19.9
12956;13;42.29
13497;8;161.53
17769;4;901.39
15807;26;115.17
17311;23;177.79
12727;11;219.08
16770;3;573.78
15037;6;106.93
14871;2;373.93
17978;19;221.53
15641;14;391.82
14101;64;86.27
17437;5;186.66
16979;13;146.11
12790;7;100.18
13331;4;142.15
13394;11;660.02
17646;6;853.58
18187;5;269.55
13935;28;315.14
12395;16;290.65
16647;13;64.95
13165;51;7.01
15309;6;207.49
17314;8;406.05
16773;2;163.57
13769;9;484.29
13998;6;148.85
12458;10;168.65
17855;11;30.02
14602;2;110.32
16441;4;207.56
15913;3;2.1
17981;15;27.23
13832;7;141.64
15143;10;54.47
13666;1;29.25
17191;4;1034.08
12896;-5;5.95
14977;4;9.84
18190;12;61.46
15747;6;299.58
14207;18;8.9
14436;84;2.31
17649;6;181.81
16650;15;171.45
15581;4;3100.29
16351;10;384.64
17858;14;1241.72
16859;18;117.14
12730;4;231.05
13500;11;66.67
14811;2;79.95
16985;10;1854.2
13875;10;700.63
17526;15;480.6
13334;6;644.14
14645;8;75.95
14104;3;284.63
16185;6;25.67
14874;24;7.18
13105;100;0.72
16527;9;209.49
14479;3;389.32
16019;19;1004.99
13709;8;262.15
12939;139;110.43
15249;8;564.24
13168;4;172.69
17194;9;108.96
17735;11;728.16
14708;35;135.66
18193;14;144.26
17861;7;755.94
16862;14;82.56
13543;7;216.19
13772;2;1246.1
14313;-1;302.31
12773;0;24.22
17403;5;70.29
13002;8;52.52
12836;4;1179.34
18070;8;40.75
17529;9;305.46
16530;5;17.65
17071;9;281.25
14376;2;70.74
13377;9;482.48
14147;27;85.13
14917;30;64.75
14980;3;83.7
14751;9;18.45
13211;6;249.32
15521;12;722.59
14210;7;823.18
12670;10;127.21
12441;11;40.71
16291;1;117.72
17738;12;308.57
16739;8;85.09
18279;48;7.12
13440;7;230.1
13981;10;78.45
17406;8;435.04
16125;6;1043.04
15584;1;330.42
14044;2;1608.23
13815;15;557.35
12504;33;44.6
14814;3;81.47
13045;6;104.33
16407;6;215.47
14585;6;147.38
13274;10;71.45
16865;9;25.37
14648;7;982.84
15959;3;295.81
15418;3;147.43
13878;6;306.04
17074;4;41.2
13649;7;384.57
15189;25;100.11
17615;5;127.81
13108;21;49.56
14419;3;70.2
15793;62;39.87
16742;24;216.75
15023;4;1847.67
15252;11;228.82
13712;33;79.44
14253;7;70.75
17741;19;6.8
14482;10;299.27
17283;11;35.23
12942;4;87.55
15856;18;1118.33
14087;2;334.36
16410;69;3.98
17409;43;268.05
13317;8;931.941
17950;3;365.62
13546;4;129.01
12776;11;30.12
14857;10;449.151
15086;8;31.74
14316;140;27.55
15627;14;39.25
12547;13;40.07
15461;45;29.44
13921;4;247.1
17618;4;1049.5
16619;9;374
13151;4;549.27
16231;5;226.35
17077;36;8.5
14920;9;128.33
13380;16;3.95
14525;10;639.43
13984;9;149.68
14754;5;271.81
13214;12;436.56
18285;12;100.2
15295;2;104.82
17827;4;117.02
15524;3;82.2
16294;6;21.75
16065;3;773.13
17286;5;93.42
16128;14;218.78
13589;5;227.34
15358;14;1150.35
16954;19;375.39
13048;10;279.8
15129;17;264.46
15899;9;16.5
14588;3;44.79
17953;4;73.59
12819;18;63.35
13818;12;6.72
17495;4;116.64
16413;3;113.34
18162;7;88.6
14422;9;1025.8
15192;13;143.72
17163;18;27.36
13652;10;244.84
16622;2;81.4
14963;3;646.1
12653;17;125.18
15962;4;93.52
13423;11;26.78
17621;14;151.48
14193;9;56.55
15796;5;728.66
12487;48;4.85
16748;12;174.7
14256;8;365.74
17289;4;397.24
14797;6;66.73
15026;4;164.64
13257;3;73.15
13091;-15;1377.49
16416;13;281.66
15630;9;45
18039;3;355.51
15401;6;64.8
13861;9;68.34
14631;15;144.57
13320;9;79.15
13154;10;317.44
17707;20;35.9
17624;8;155
14465;30;149.42
14694;12;41.08
12925;21;1.89
13695;31;7.44
16234;10;48.42
16625;11;169.29
16005;3;661.52
15235;9;125.87
17209;18;104.25
15527;5;749.78
13217;250;0.53
12676;18;279.24
13987;10;88.33
16131;20;449.6
12510;13;3238.14
13821;2;554.45
16419;6;134.07
13051;18;21.45
17959;24;42.05
15361;12;90.85
17418;19;15.26
15965;3;635.27
14425;7;136.68
13114;4;89.54
17627;61;22.44
18085;7;142.35
13655;9;223.81
16545;48;10.16
12948;24;14.78
17753;1;205.84
16754;328;268.63
15029;21;30.17
15799;6;127.54
16422;84;781.41
17421;13;105.51
15633;10;633.48
17962;3;356.5
12782;6;521.18
12553;7;228.41
18171;13;240.03
16631;9;338.84
13157;20;302.96
13386;16;71.14
13927;10;65.19
16237;8;28.9
17089;8;15.4
12387;14;24.86
12616;9;85.9
13761;8;142.43
16071;9;121.63
17298;11;62.72
13220;6;129.5
15301;11;414.73
12450;9;77.54
14531;8;71.48
16757;12;16.91
12991;5;110.49
17965;5;1674.01
13054;-1;14
14365;10;100.08
13595;2;465.05
13824;11;181.35
12825;5;147.74
15135;3;65.29
15905;3;60.89
14969;51;42.11
13658;8;591.17
16634;4;458.81
18174;30;1.95
14199;11;91.7
17633;8;131.05
16843;37;510.88
15573;3;316.62
17301;1;95.95
17842;4;104.09
14033;576;0.19
13263;2;701.24
16343;5;125.58
13097;4;2921.12
18051;28;113.36
14637;14;10.12
16177;8;447.76
16511;2;486.62
17510;13;23.44
13326;10;37.89
16011;5;721.66
12931;138;349.05
17178;3;168.39
14471;4;129.21
18177;20;50.13
15241;20;99.84
13701;7;21.9
15845;3;244.9
13764;6;409.82
12765;14;180.33
16846;10;98.31
17845;4;217.67
13535;10;8.95
14909;10;252.67
13598;5;149.64
16514;-1;134.86
12599;17;183.34
14139;12;98.3
17513;15;41.95
17055;2;92
18054;8;27.15
13369;10;91.62
16723;6;243.56
13203;14;194.51
15513;19;1572.4
16283;3;1028.7
14202;5;245.18
17181;34;62.3
12662;8;632.55
13432;1;253.58
14743;13;3.99
12433;21;728.66
17722;12;273.01
13807;4;199.65
13037;8;677.74
14577;3;167.09
13266;18;205.73
17931;5;799.98
12496;2;28.02
16117;3;149.99
16391;2;757.43
14806;10;18.54
15347;14;113.95
17390;4;32.25
13641;21;193.67
15181;15;24.04
14640;6;331.42
13870;16;202.22
18057;6;416.32
13100;-1;1598.67
17599;1;22.95
12871;40;27.34
15951;5;87.3
12705;11;652.48
12934;15;83.34
15785;18;389.51
15015;5;676.93
14474;3;355.49
16726;4;236.67
18266;9;29.1
15078;10;1105.18
14849;16;849.16
12539;10;763.48
14079;1;243.63
13538;6;434.97
14308;0;3143.49
17393;4;138.5
12768;0;60.16
16935;3;143.88
17934;7;54.7
13309;16;20.93
12373;8;171.85
14912;20;1220.31
14142;10;118.51
17602;4;776.53
13143;8;65.7
14683;18;24.55
13913;3;30.39
16223;5;341.6
13206;11;1146.68
15287;36;29.54
16057;4;470.73
17270;8;135.34
13976;6;225.12
17811;3;832.02
12977;2;302.82
14746;44;13.75
13747;12;23.45
18269;10;22.15
16938;4;1525.16
17479;14;35.94
16397;4;53.94
14580;3;4.95
12811;8;116
13581;3;48.39
15350;9;73.15
14955;2;81.42
13415;3;285.25
15184;11;56.01
17147;6;360.46
12645;11;230.5
12874;12;148.97
17605;5;28.75
16606;6;97.63
14414;17;123.35
16329;7;260.79
12708;7;656.64
13478;8;532.78
13249;58;15.83
15559;8;230.6
16815;3;189.1
15788;7;70.36
14248;15;94.87
17273;11;20.9
17814;9;360.02
15018;4;36.5
16163;7;421.15
15393;7;128.64
15622;9;832.19
14852;15;323.33
16941;6;5.5
12542;11;141.74
14623;3;433.84
17482;4;234.39
18023;-1;3248.86
13312;8;17.85
13083;30;2.54
14082;3;73.59
13916;8;384.87
12917;19;188.55
15456;12;364.1
17150;4;464.79
14686;2;534.62
18149;7;190.47
15227;7;268.8
15997;-12;1.95
17691;6;110.5
13687;1937;6.81
12376;18;104.4
16226;14;41.35
15061;87;1319.78
12980;29;510.96
14291;13;577.37
17359;3;69.9
15290;23;151.5
13750;15;192.62
16060;10;108.05
12751;3;113.71
17817;2;245.7
17485;-1;22.1
14895;14;2143.2
17027;7;222.44
13584;3;103.57
15124;14;64.49
15665;6;381.87
16486;3;47.89
18026;31;87.54
15894;3;75.87
16612;8;345.05
14958;4;163.04
12648;7;177.27
13418;14;756.38
15499;1;120.4
14729;2;277.57
17694;19;96.63
16269;10;124.02
13959;4;187.35
15728;11;49.6
12419;9;126.09
15562;15;70.58
16103;12;533.6
17362;3;337.91
13793;7;13.55
12482;130;3823.63
13252;5;110.1
14563;2;477.42
16332;6;143.76
13023;8;212.83
14022;10;47.52
17903;3;146.69
16821;1;71.65
14626;15;276.03
16166;6;103.94
12857;14;254.1
15167;2;897.85
13856;13;208.83
18029;14;31.3
13627;9;120.84
15396;78;6.7
17571;2;127.39
16489;6;44.8
13086;3;184.93
14460;28;47.01
12920;9;77.5
15771;18;93.39
13461;50;91.48
17156;9;87.12
18238;8;40.54
14231;10;38.93
15001;1;200.35
15605;5;220.87
15064;10;320
17365;9;642.69
13295;9;139.01
14835;59;5.25
16375;5;22.25
15834;7;369.44
14294;8;76.97
14065;11;181.74
16824;11;32.1
14669;5;592.3
14898;6;628.67
15439;10;155.65
12588;10;244.42
16209;34;85.26
13129;26;20.46
14128;12;38.8
16492;10;58.76
17033;10;65.4
17700;9;836.34
16701;34;281.63
13733;11;82.97
14732;6;635.66
12422;16;2717.87
13192;10;317.91
17242;19;94.38
18241;7;179.8
15502;9;733.3
15273;216;1.06
16043;14;126.5
13962;6;58.85
17909;4;48.05
14337;-10;95.88
13026;19;67.15
17368;7;421.06
14566;133;20.2
13567;3;526.18
13796;9;50.55
15107;5;199.8
15336;5;74.4
14171;7;19.54
12860;1;43.37
15711;7;84.45
17577;8;51.9
14400;24;84.97
16578;12;13.05
14941;11;16.4
15170;8;12.7
15940;-4;7.95
17036;6;59.15
18118;1;675.11
16704;7;159.63
17245;14;21.09
15774;4;434.46
13464;9;434.29
16315;7;37.47
18244;45;28.39
12694;17;98.87
14775;19;23.01
15545;2;92.47
14838;5;218.34
17454;7;217.23
14068;4;407.41
14609;329;2.96
16913;14;50.53
13839;3;39.45
16149;24;8.76
15608;12;93.68
15379;10;196.08
17912;2;36.61
12362;1;130
15983;7;428.43
13902;3255;81.25
16212;8;129.08
14672;4;121.63
17122;12;37.92
17580;2;157.94
14443;9;151.41
13736;2;1020.19
14277;1;765.23
17789;8;41.6
14506;2;610.62
16046;11;55.51
15817;10;455.16
17248;1;130.99
15276;1;360.53
17998;9;222.94
17457;34;143.35
12800;8;130.46
15651;14;55.18
16458;6;429.21
15110;5;136.9
16916;2;319.94
15880;1;229.12
15485;15;351.07
14715;7;225.36
16255;4;889.98
14944;14;522.03
16584;20;154.49
12634;16;155.55
15714;12;34.89
17666;36;47.04
18124;2;62.7
14549;2;240.98
12468;14;317.73
15548;2;74.64
13238;9;43.75
16089;2;160.29
17792;2;180.07
14008;9;70.71
17334;12;62.57
18001;6;159.01
15382;15;786.33
17460;6;423.14
16461;4;562.08
13842;7;648.14
17002;16;113.34
14612;9;98.4
15923;5;59.11
14987;36;44.9
16670;7;814.55
13676;3;63.85
15216;8;84.21
17669;20;177.54
15757;8;587.69
15986;9;23.5
14446;3;61.88
18210;10;25.35
13510;8;671.85
14821;6;205.84
15591;8;31.95
15050;18;211.76
17878;10;119.87
16195;7;53.3
14884;9;15
15425;7;452.07
17005;37;44.56
14114;9;183.48
17546;-1;648.05
13948;9;78.54
16029;111;722.23
13178;12;830.89
16673;5;56.29
15259;11;464.96
17672;11;511.39
16258;19;509.34
15488;19;19.38
12408;13;175.55
14718;18;21.72
13782;2;517.5
17340;13;1430.12
15863;2;177.64
13012;10;197.09
14552;1;209.33
16092;13;85.3
15322;13;176.89
16550;7;1608.1
13616;4;110.5
15697;9;48.25
12846;1;15.58
15926;22;7.26
18090;5;101.92
17008;24;3.39
16301;6;19.94
14990;3;99.86
15760;0;33628.55
14220;11;76.75
17217;3;52.6
13450;30;112.59
17758;9;312.07
16676;6;247.26
17884;5;838.33
17426;11;511.91
14824;10;344.6
12514;12;59.3
16135;10;63.4
16885;4;94.03
15428;6;197.66
16553;55;424.75
18093;81;51.23
17552;12;301.03
13888;4;579.26
15969;6;103.03
13118;6;360.41
16198;14;62.66
12348;18;14.39
17094;15;7.1
17220;3;464.26
13722;15;383.35
14492;6;467.11
16032;6;449.18
15262;9;40.64
16888;2;222.63
16430;9;119.92
12786;18;55.8
14326;9;160.28
13556;14;18.59
17429;11;131.84
16556;8;1640.92
14160;43;269.62
17638;144;5.85
14930;6;887.61
18096;2;518.77
17097;2;235.49
16241;2;880.34
17764;3;265.89
15534;7;29.9
16304;9;69.01
12454;53;363.26
17306;376;4.78
16765;6;132.7
17432;3;569.18
16138;20;156.25
14598;0;108.18
16974;8;42.5
16433;6;37.9
15368;44;25.65
17641;-1;6.95
13662;6;386.79
15972;3;747.8
18182;16;22.98
15202;0;14573.16
12892;7;59.58
16559;4;68.15
16642;12;50.65
17850;8;7737.3
16768;4;421.9
17309;6;87.65
12726;26;130.02
14266;24;1.69
16436;5;99.18
15640;19;835.95
14870;6;308.55
16977;5;147.6
13330;18;159.04
17518;3;184.05
17976;1;229.58
16645;8;33.34
17103;14;53.98
12623;11;501.99
13164;9;75.44
17644;9;601.14
14704;1;159.81
15474;2;87.62
16244;9;165.89
13768;8;198.34
17853;5;440.42
16771;5;494.58
16078;4;78.24
14538;3;336.92
12998;18;95.76
12457;9;168.28
15912;7;221.65
16439;8;42.05
14372;9;174.62
18062;14;98.9
13602;7;120.52
15142;15;240.95
17521;8;124.55
16980;10;55.18
17189;6;142.07
17647;10;25.85
18188;11;157.28
16648;12;45.69
14206;12;134.62
12666;11;119.25
14040;6;2126.45
15580;3;646.56
12500;7;366.66
16350;7;288.73
17315;4;942.19
16857;15;28.65
14810;3;180.71
13270;200;2.95
18065;7;853.14
16525;38;617.34
14644;11;289.92
13874;12;178.53
13104;33;21.95
17524;5;82.35
16983;11;384.3
12563;8;50.98
14478;18;150.29
16018;11;47.42
16651;10;17.6
15248;9;347.27
17192;2;63.27
18191;24;16.5
13167;13;43.81
13001;11;1725.42
13542;2;1899.18
15082;7;13.45
16860;14;242.35
17401;2;53.15
15852;1;83.8
14312;9;413.28
12835;3;2266.76
17069;11;384.64
14146;13;750.51
12606;1;21
14916;20;156.95
13605;8;102.19
15686;72;1.25
14750;2;84.3
12440;8;189.79
13980;5;231.85
17195;15;49.49
16290;7;686.94
16737;288;1.45
13439;6;252.23
18277;6;351.29
13044;5;1299.18
16124;10;282.32
17404;184;186.9
17945;3;146.21
14584;4;254.31
15354;0;663.6
12503;280;231.6
13814;15;75.7
16863;11;59.37
13648;8;350.08
18071;9;175.44
13107;23;263.21
15188;10;59.91
13877;16;55.18
17072;9;38.32
15958;1;211.69
16531;14;172.98
13711;7;419.88
12941;14;44.44
17739;14;416.61
12712;8;641.2
15022;5;52.15
17281;49;16.9
15792;10;138.91
13482;7;27.55
16740;3;89.36
18280;6;86.7
14252;11;126.33
13545;4;152.69
14315;9;116.73
13316;161;227.16
16408;5;66.45
14086;1;39.95
17407;18;52.9
15626;11;57.07
12775;13;51.85
17075;4;486.52
12609;7;497.45
12380;12;3921.94
13150;18;70.42
18157;5;92.98
13920;20;239.59
17616;96;5.1
14690;3;182.7
13983;11;560
12443;8;123.28
17825;19;65.18
16064;3;47.65
18283;1;498.82
16743;9;269.36
13213;13;297.68
13754;11;30.85
17284;8;827.8
14524;4;380.87
15294;5;64.75
13047;8;1281.51
16952;3;228.09
15898;2;2240.13
14358;12;55.55
16411;2;337.96
15128;11;49.61
17951;21;42.27
17493;7;23.19
16620;12;187.97
14421;13;185.58
15732;12;216.14
14962;8;38.89
17161;10;132.43
12652;10;15
18160;8;74.21
13651;3;79.4
14192;15;23.44
17287;4;1306.9
13485;10;529.61
15566;12;25.73
14796;3;954.95
16336;21;250.16
14026;8;119.68
15025;4;249.24
14255;0;3442.86
12486;10;201.08
16829;7;73.1
16955;16;102.35
18037;1;85.15
16497;8;845.28
13319;9;1910.48
17496;9;272.83
12549;27;80.79
16170;13;599.26
15400;18;53.75
14859;27;22.37
13090;8;611.31
14630;5;107.2
13694;127;1798.38
12924;20;95.3
16004;11;276.31
14464;15;14.75
17705;19;29.8
16623;8;165.05
18163;11;161.98
14693;5;245.61
12758;17;549.09
14527;2;9625.22
15838;818;74.23
14298;34;2068.19
12987;9;154.88
13528;-16;2.5
13757;6;27.77
17373;9;50.94
15068;4;244.23
16832;16;18.49
13591;8;211.43
15672;3;20.65
12821;13;16.29
17041;6;144.19
14361;17;37.94
17499;11;141.72
14902;12;110.49
16500;10;64.1
12592;23;2247.88
13362;8;442.2
15131;12;14.56
16709;10;964.58
12426;6;178.72
14195;81;17.27
13196;9;259.8
16276;52;56.87
13425;12;263.59
15506;7;230.41
14736;1;301.83
17167;5;247.29
13966;35;34.17
12655;5;87.85
17708;7;130.09
13800;14;110.84
14799;34;34.15
13259;1;803.7
15569;9;275.33
16835;5;334.71
15340;10;11.1
17376;5;86.38
16110;1;354.73
14570;8;125.71
13030;3;187.72
13093;23;2716.76
15944;25;114.45
17044;34;567.22
13634;4;1129.25
15403;61;3.32
14404;7;374.07
13863;6;271.04
12864;57;2.76
16503;7;522.84
17585;4;420.77
