Customer ID;AVERAGE_QT_AMT;total_spends
15174;10;66.83
18043;2;191.07
13468;7;1905.92
14467;4;482.29
14238;15;24.64
18252;16;169.51
15008;125;3.6
12698;6;81.6
16007;4;547.62
15778;5;78.65
12927;13;31.14
16712;4;269.42
17920;9;2981.44
13531;6;312.41
15841;31;108.34
14072;3;122.1
14301;24;143.8
16921;3;167.89
15071;5;132.64
16382;3;186.01
13302;3;31.7
12761;10;118.65
15446;2;244.34
14905;11;150.01
14135;44;216.49
17047;8;263.74
13136;8;636.11
17588;13;223.31
13365;-1;26.9
14676;65;157.52
12366;98;5.07
12595;14;60.62
16589;15;14.03
13906;100;0.42
15675;6;52
17797;3;461.87
13740;7;282.9
14739;32;522.19
12970;3;497.26
13199;65;197.75
13969;4;1184.33
14510;10;165.12
16050;10;23.6
15509;2;115.94
17256;10;28.19
16279;10;644.32
15280;7;89.13
12429;21;225.14
16715;59;11.19
18255;9;25.36
17465;10;445.95
15884;9;37.26
14573;1;679.44
13803;11;165.93
14344;6;570.66
17923;45;6.3
12804;4;135.16
13574;3;214.6
15114;12;111.85
13033;7;4.05
13408;35;1017.982
16592;11;495.37
12867;6;742.73
17591;1;413.4
17050;19;672.53
12638;9;62
17133;174;65.79
15718;5;90.92
18132;3;132.21
15177;18;98.36
16718;10;437
13242;10;42.9
14241;48;2.5
17259;3;565.36
12701;11;274.19
15552;8;36.1
15011;14;41.57
15615;13;1233.25
16156;12;327.11
18009;3;630.71
13305;9;451.13
14845;600;0.25
14616;33;5.8
14075;19;106.43
13076;4;35.85
13846;12;61.77
16386;8;148.96
17468;22;2.55
13680;7;1326.78
14679;11;214.92
16595;2;813.29
15990;5;349.51
17136;18;39.26
12369;13;292.85
13139;23;235.83
18135;20;63.01
12910;30;108.95
14450;7;112.83
17594;15;130.8
13909;7;136.73
16219;48;0.85
17262;38;50.32
13514;14;86.15
14284;9;122.28
16053;11;433.1
14513;33;13.84
15824;18;67.33
15283;2;64.49
12973;5;170.25
17803;3;69.71
14347;8;16.4
15658;5;384.45
13577;9;315.65
18012;4;88.54
15117;22;95.1
16472;6;273.91
15887;16;100.07
17471;8;53.3
14118;6;78.3
12807;6;144.65
13952;16;1009.13
17139;14;1136.78
16262;9;144.29
14181;2;143.35
17680;5;115.5
14722;1;223.45
15326;7;407.5
15555;5;1917.9
16325;18;309.94
13786;12;911.38
14556;1;559.99
16807;8;196.17
16096;10;307.76
17348;5;438.43
13245;8;81.59
12475;9;82.84
16159;10;148.16
15389;708;4.59
13849;7;511.51
17016;7;154.51
17474;33;36.05
13620;14;12.52
14619;11;132.75
15160;11;51.82
14390;3;746.48
13079;8;27.69
12913;39;151.11
16684;110;1263.27
15223;12;57.5
17142;3;303.85
14994;1;703.62
17683;16;96.75
14224;2;516.45
15764;12;185.18
13683;18;17.3
15057;15;149.83
15827;6;717.62
14828;88;142.82
12747;9;716.11
17351;6;231.75
14058;8;86.28
15598;11;43.03
16368;2;72.34
16810;11;103.1
16202;10;443.96
17019;3;961.31
14662;3;236.31
17560;32;38.47
15661;13;114.09
15432;3;61.34
14891;9;71.48
18018;0;41.39
15266;5;230.81
17228;6;291.76
14496;8;482.81
16036;7;341.3
14725;13;86.81
17686;7;526.29
12415;66;652.02
18227;0;590
16265;7;475.85
15495;9;39.35
16687;17;16.02
13955;2;156.63
13019;6;248.94
15329;5;553.95
15100;11;134.6
16099;16;59.79
14330;7;33.99
16896;1;103.95
15870;2;282.03
17354;17;187.44
14559;36;2.1
13789;14;18.64
13623;3;748.86
12853;11;276.75
17563;6;94.07
15704;7;294.39
16564;8;16.45
14934;2;631.19
17022;8;33.65
13457;8;17.34
15767;-5;50.95
17231;2;2131.78
16308;2666;0.96
14227;10;490.23
15538;29;422.1
14997;24;10.96
18230;12;134.09
12687;11;564.93
16690;10;19.85
17772;1;162.2
15601;13;1074.98
14061;7;164.44
14831;9;313.26
13291;4;960.79
15372;103;86.57
17898;2;79.52
17440;36;3.81
16371;9;40.55
16899;5;146.62
13895;10;442.86
17108;3;47.25
12355;13;52.78
14665;9;116.3
15976;2;772.59
16205;9;235.51
13125;2;100.98
18107;1;126.01
NULL;0;840616.41
15810;9;201.61
12959;12;48
13729;9;162.17
16039;12;62.3
15040;1;7.49
14499;5;294.7
16776;3;91.24
15269;10;101.08
17984;4;464.56
16444;5;734.32
15873;64;2.73
12793;8;112.05
16570;16;980.44
13397;16;288.79
14167;2;268.3
15478;12;71.01
18110;2;82.53
17111;15;24.31
14771;12;59.19
16779;19;1543.56
15312;10;348.13
16082;2;66.3
17320;7;455.21
17778;21;23.5
13231;-1;355.2
14001;12;238.3
14605;3;376.52
15916;5;719.92
15375;14;6.88
16447;2;253.71
13835;3;107.3
16145;11;615.65
13065;6;269.17
17987;3;358.29
16988;8;65.3
16656;79;148.8
15750;7;1103.951
15209;7;45.29
14439;17;478.05
18196;4;284.6
15979;20;28.25
17655;14;112.28
13669;31;6.25
12899;6;86.15
17323;4;161.63
16782;2;4991.07
12733;5;508.91
13503;4;656.94
16354;4;265.22
15043;14;166.45
17864;7;78.28
14107;14;327.54
17990;12;78.6
16450;13;138.93
12567;9;817.93
14877;2;206.55
13337;10;304.99
16991;10;169.05
17532;7;10.47
16188;6;36.5
15647;11;18.6
13941;49;171.7
18199;4;103.25
17200;14;53.73
16251;2;60.62
15481;38;65.76
17867;1;438.48
16085;3;643.3
14545;10;94.94
16868;2;227.86
13775;7;196.88
17326;1;270.53
13005;9;126.07
12839;10;628.34
15149;5;374.42
16994;-1;779.32
13609;2;92.35
14379;5;328.24
18076;20;18.76
15919;4;142.94
14983;3;77.1
13443;3;582.58
14213;0;48.9
12673;10;96.35
16662;1;140.3
17203;14;257.08
17744;27;17.28
17412;10;981.93
14817;10;736.58
14047;9;555.82
12507;12;99.1
13277;13;18.95
15587;43;14.37
17870;158;7.65
16357;11;24.92
15421;5;696.26
16191;56;347
13111;15;23.66
14651;2;600.41
13881;67;833.16
16539;7;647.95
17080;16;87.31
18079;106;12.22
15255;11;434.13
12404;1;63.24
12945;10;75.58
13715;10;1025.71
12779;10;341.57
14319;12;58.42
15859;7;108.64
13549;12;7.3
16874;2;110.82
17083;18;182.13
12613;13;554.59
15693;30;1.25
13383;288;1.06
17541;1;109.37
14153;18;15.43
16542;10;20.65
12905;9;198.68
14986;3;230.75
13446;10;627.55
16668;13;85.12
17667;9;347.6
15215;2;518.68
18208;4;141.89
15985;24;120.85
17126;3;511.7
14445;2;86.95
14216;5;91.02
14820;13;164.47
14279;15;13.59
17335;5;122.23
17876;489;6.99
15819;11;257.44
13280;7;422.45
16794;2;437.84
15590;9;219.96
13509;21;6.25
12739;9;574.6
14654;10;35.85
14113;23;304.58
18002;1;216.42
17003;4;234
13884;3;467.37
15424;19;11.91
12573;4;204.69
17544;4;312.23
16194;17;43.1
14717;2;40.7
15487;10;34.47
16028;3;26.5
17212;23;45.16
13177;6;39.4
15862;2;1211.05
15321;10;575.65
13781;6;149.29
14322;8;81.55
14551;5;210.69
13552;11;385.4
17338;4;1670.81
16880;17;35.49
15092;4;101.1
13011;4;12.65
14156;39;29888.03
13615;7;1640.53
15696;5;376.93
17547;5;160.4
17006;3;261.13
14926;47;11.1
16548;1;30.15
15155;8;93.91
15759;35;56.52
16300;2;632.14
14989;11;55.7
18214;12;197.75
15530;11;66.17
14219;7;151.27
17215;9;27.7
17756;4;239.48
16883;3;905.45
13283;8;40.75
16134;15;198.31
14053;55;6.67
17424;-1;176.96
17882;2;159.61
14594;4;93.27
16197;15;300.92
16551;19;224.91
17550;2;987.08
15198;9;82.28
17092;9;658.15
13117;9;311.14
18091;21;41.95
14657;4;218.74
12347;11;162.95
15968;2;217.44
12951;8;380.3
15032;72;153.15
17218;4;662.31
17759;6;107.79
16760;9;27.45
15261;7;303.42
13721;14;15.8
14491;10;16.6
12785;7;237
15865;8;311.67
13555;7;816.35
15095;14;196.77
14325;17;20.75
15636;8;127.15
14866;65;125.03
17968;2;253.61
16428;4;302.62
16886;0;61.4
14159;2;1215.56
16554;6;540.39
17095;16;179.89
18094;26;179.18
15470;58;1.26
12619;14;25.48
14700;5;184.6
14929;15;49.17
13993;8;614.05
16763;8;64.95
14763;-1;9.95
13223;60;11.74
16303;9;429.98
14534;3;725.23
17304;14;15.84
17762;7;32.61
15304;4;47.3
16074;1;198.15
15367;10;519.99
16137;7;75.5
13057;10;141.99
17971;2;65.74
15908;4;139.39
14597;18;112.17
17430;11;72.21
16972;2;398.9
15138;8;144.38
15971;23;35.86
14431;16;194.53
12891;147;3.54
15742;1;145.17
15201;13;71.11
13661;6;68.77
17098;6;110.38
17639;7;152.5
16640;11;18.35
14972;6;5.05
17848;8;627.52
13495;17;228.99
15805;11;742.96
17307;62;112.31
14265;8;195.44
12725;10;631.33
16346;19;21.93
13329;26;301.89
14099;5;710.91
14869;8;420.14
16434;7;337.8
15410;17;115.97
15639;10;118.09
16180;22;360.87
16975;12;114.85
17974;3;488.35
17516;1;138.97
17184;5;55.33
17642;14;136.32
16014;1;356.24
15244;4;179.68
13163;0;21.4
15473;34;8.05
16643;9;73.61
12393;10;137.9
13767;17;1647.89
17851;3;662.55
12997;9;137.64
14537;7;67.34
16077;58;21.65
15848;1;114.74
17310;201;5.1
17519;15;535.61
15911;3;1026.54
15682;8;54.78
16978;4;106.1
16520;2;679.76
15141;14;153.26
13601;4;240.23
18060;12;236.84
12831;12;34.67
18186;30;24.02
12665;7;69.05
14205;8;437.73
16286;4;78.75
17187;21;24.23
13435;12;122.24
16646;35;50.61
17728;8;304.45
14975;8;35.8
13269;16;447.16
17854;5;246.1
14809;12;69.76
14039;25;17.25
12499;11;62.9
17396;10;114.64
15579;4;384.19
16120;20;97.92
15413;99;9416.82
16523;8;466.09
14643;18;122.66
13873;8;170.31
18063;16;11.3
13103;13;44.32
15954;5;34
16183;9;106.8
16732;10;1223.09
12937;10;227.58
14477;66;10.2
16017;5;322.79
17731;6;95.27
18272;13;169.75
17190;11;542.33
15247;29;38.18
13707;17;241.72
17940;3990;1367.01
16858;9;578.32
16400;7;603.02
14311;8;30.57
13541;22;47.92
15851;8;15.94
17399;-1;25111.09
15081;8;339.76
12771;6;89.8
14915;7;304.06
17067;24;28.07
14145;64;65.1
17608;2;132.79
16526;8;113.06
12605;11;174.43
15685;2;29.97
13375;20;107.42
18066;9;173.72
13979;4;965.03
16735;12;453.19
18275;21;47.29
12439;6;271.46
13209;33;155.4
17734;7;155.14
14749;22;30.69
16289;3;41.69
15519;3;109.19
17276;3;176.24
15353;3;965.72
13813;8;329.56
17402;5;532.07
17943;-3;55.01
14583;2;476.08
16944;3;41.28
17611;4;1544.79
12877;8;254.59
18152;7;71.58
13647;14;198.14
16529;5;360.77
15957;2;247.91
17070;2;86.86
14417;4;329.34
13481;7;420.89
12711;12;154.76
15791;11;234.77
15021;1;655.65
18278;4;65.45
17820;2;116.84
14085;5;1842.65
13315;10;43.3
16947;7;112.03
16406;1;300.45
17488;7;55.7
14855;17;527.58
15625;16;141.64
16229;7;336
16615;10;69.61
12379;9;120.9
13919;13;143.54
15459;17;23.82
12608;20;26.04
13753;20;87.93
15293;9;29.15
16741;7;35.68
12983;21;32.39
17282;3;326.03
17823;2;316.15
16409;4;1401.29
17949;257;18585.93
16950;15;259.83
13587;22;63.1
17491;22;161.97
15127;17;56.48
13046;11;64.44
12817;7;142.39
14961;12;1084.99
14191;6;33.6
13421;7;418.25
17159;8;119.91
15731;15;8.9
17617;10;58.8
12880;7;148.42
12651;8;48.5
12714;13;1167.4
16335;2;1278.86
17285;2;223.79
14025;18;422.51
16827;10;75.48
12485;12;81.96
13255;17;76.3
17826;2;79.96
13089;17;4256.13
13859;4;75.9
17494;8;12.85
18035;68;8.15
16003;10;399.47
13693;8;467.7
13152;7;559.4
12382;-1;18.38
12923;5;136.1
14463;15;16.4
17703;13;31.66
15233;12;4.95
18161;11;36.6
16830;7;179.19
17371;2;142.46
13756;10;602.78
12986;6;533.29
13527;4;745
17829;17;345.26
15067;12;453.86
15837;7;94.91
13590;10;809.6
12820;11;287.63
14131;2;109.47
17497;8;50.35
13361;9;150.9
17039;15;172.94
18038;2;80.08
14901;5;210.12
12591;10;201.1
14735;12;720.15
17165;7;410.52
13965;14;120.01
17706;9;1526.52
18247;6;212.89
16275;11;267.99
16707;6;164.53
13424;12;71.83
12425;10;135.87
13195;1;116.95
16109;34;16.78
15339;4;429.91
13799;12;233.69
16833;9;473.86
14569;7;52.62
17915;5;96.5
14028;359;3627.9
13029;8;62.45
13258;20;17.1
17374;4;83.33
18041;7;1043.31
13092;3;451.6
15943;15;20.79
14403;30;25.22
15173;9;246.55
12863;16;178.12
13633;-1;306.66
17583;7;19.65
16501;3;551.47
13862;11;42.57
16710;4;1461.79
17251;6;154.33
12926;2;688.93
13696;21;113.21
14237;8;118.53
17709;8;150.69
15777;11;99.92
14841;14;507.07
17377;3;4122.99
15611;4;355.29
12531;9;277.55
13530;15;36.13
17918;8;79.47
16919;3;1019
12760;9;62.56
16381;1;196.1
13905;8;78.7
14134;32;603.74
12594;11;255.64
17586;8;23.8
15445;6;41.2
13135;7;73.2
17045;6;183.16
18127;2;84.6
14675;2;269.39
16713;6;2630.23
14738;5;156.42
15279;7;299.82
18253;18;32.23
12969;11;22.95
14509;1;87.75
13739;7;10.05
16049;1;519.21
13968;21;8.01
13198;8;348.48
17254;4;67.12
14343;2;573.68
13802;29;1152.37
13573;5;171.55
14572;5;855.54
17463;3;297.96
16922;2;369.44
17921;2;782.48
13032;6;473.5
12803;15;99.79
13407;17;243.08
14177;5;660.6
17589;6;2776.15
14947;5;234.19
15717;9;64.05
12637;5;561.79
12866;10;118.12
16590;7;135.15
16321;1;43.3
12471;11;2763.72
17798;2;86.88
14011;19;44.01
15551;4;366.45
16799;1;362.9
17257;12;30.7
13241;1;107.12
14240;12;49.8
14781;-1;530.31
16467;295;30.91
13304;6;279.54
15385;29;20.42
14074;38;5.9
14844;16;405.77
14615;9;167.36
16155;9;168.25
16925;6;42.96
18007;4;82.16
15989;1;274.03
17675;17;1546.41
16593;4;235.78
13679;2;148.02
15448;12;50.58
15219;13;42.27
12909;9;185.79
12368;18;79.05
14678;7;100.43
17134;3;72.75
14449;3;554.58
13138;6;137.26
15823;11;571.26
17343;6;244.62
14512;10;129.91
16802;6;95.49
17801;9;133.38
12972;9;282.02
13513;7;81.41
15282;14;35.33
14283;13;79.15
13576;12;596.79
12577;4;283.79
16470;2;793.44
17469;8;668.94
17011;35;20.18
12806;31;445.75
14346;14;231.39
13410;31;55.46
18219;8;319.19
17137;3;377.11
17678;12;70.9
14180;2;895.14
16679;13;93.39
15720;1;107.31
16261;3;99.49
12411;6;74.7
14721;2;72.07
13181;9;53.07
16805;3;358.09
14555;7;396.26
12474;9;966.23
15325;6;406.36
14014;25;137.03
17346;3;1102.3
13015;10;896.32
13785;5;168.92
16095;8;72.2
14784;10;21.08
13078;13;1876.62
13848;1083;1.92
14389;11;100.89
13619;1;154.99
15929;120;4.95
17555;2;305.57
12849;12;384.94
14618;11;183.52
15159;20;244.05
16473;10;16.74
12683;13;599.2
17681;23;40.77
15222;24;166.3
14452;2;216.55
14993;2;17.14
15992;9;118.57
13453;8;96.18
17223;2;252.25
14286;19;289.1
16891;1;995.47
14057;9;374.45
12746;4;73.95
13287;3;218.05
14827;5;0
17349;8;190.25
15597;7;48.5
15826;16;132.82
15056;11;22.25
13516;7;88.3
16367;4;157.26
17017;21;6203.75
15660;11;160.63
14890;11;107.17
13891;4;256.75
12580;9;88.61
15431;42;4.04
16476;7;95.05
14120;-4;5.95
16201;10;47.95
17558;1;125.92
12351;12;49.46
15265;8;321.68
18225;12;959.71
15494;7;544.06
14495;2;17
17226;11;103.71
14724;4;107.91
16035;1;163.23
12414;0;477.08
16264;9;165.49
17767;3;42.2
14558;9;140.15
16098;16;303.81
14329;9;1101.04
12789;8;42.9
13018;8;647.24
15869;4;46.99
13559;180;5.5
16894;2;925.34
13788;1;3.75
17435;13;65.2
15328;11;19.71
18102;193;6408.17
17561;1;401.87
13393;9;311.99
15162;4;83.2
13622;11;118.23
17020;12;111.79
16562;7;40.52
14163;9;11.14
14933;60;14.75
14392;8;38
15766;9;67.55
16307;14;137.5
13997;3;203.74
14996;9;92.88
14767;6;94.33
14226;13;75.84
12686;15;22.81
13831;15;561.63
15371;12;4.95
17438;8;260.76
14060;39;126.62
15600;8;268.74
13290;0;625.89
16141;8;119.09
16204;8;128
15434;9;261.51
16565;14;42.1
14435;94;1.67
13665;15;215
13124;10;169.42
17106;2;238.94
15039;6;4409.7
13728;8;472.68
17773;4;172.79
16774;5;308.66
12958;2;253.99
15268;15;103.9
14498;5;584.67
15809;16;655.61
14269;5;103.47
17441;11;43.07
16442;1;197.56
13562;7;517.68
17982;9;25.66
12792;7;113.92
13333;12;136.98
14103;5;0
14873;6;81.65
15102;12;88.98
15872;3;208.49
14332;11;110.65
18108;5;138.68
15477;108;3.2
14936;13;714.59
16568;73;61.45
14166;1;174.2
14707;48;2.9
17109;8;73.38
13937;10;130.46
15311;14;6436.08
14000;30;85.17
17776;3;204.68
17318;3;66.07
14541;6;205.3
16081;4;543.3
15540;15;22.45
13771;17;302.37
14770;7;606.51
13230;2;1893.85
16310;9;87.58
16777;4;399.36
12460;9;78.86
13834;10;153.19
16986;8;701.75
15374;23;6.96
14604;3;46.66
13064;6;213.55
14375;3;451.99
16445;1;263.38
15915;3;255.92
14979;4;158.65
14209;6;756.74
13668;7;1282.91
18194;54;82.28
12898;7;78.87
15978;18;201.37
16654;7;223.4
17112;2;98.82
15208;6;24.5
15812;29;212.72
16353;18;173.49
14043;3;113.37
14272;16;73.39
15042;52;2.96
14813;2;471.23
17321;2;589.95
17862;3;374.61
13502;14;49
16780;2;128.43
15583;1;85.16
14106;24;8.95
17988;1;234
17530;2;415.67
14876;12;32.36
14647;4;99.15
16448;3;62.11
15646;13;79.59
14710;2;619.38
15251;47;527.15
14481;8;670.45
15480;8;5909.58
18197;14;22.65
16021;2;352.84
12400;8;32.05
16250;6;101.12
17198;3;233.35
17865;10;2280.34
13004;8;1188.07
15085;18;20.91
17324;6;216.46
14544;11;140.81
15314;15;47.4
15855;16;30.86
16992;6;1134.02
15918;4;72.95
16534;4;184.84
14378;6;33.25
12838;4;740.99
15689;8;54.09
13608;3;79.95
14919;9;41.85
18074;8;196.47
17533;24;1.45
17742;8;525.11
15523;74;547.8
13442;3;266.38
16293;8;487.54
16660;52;26.12
17201;5;384.87
12672;3;73.85
14982;3;97.73
14753;11;32.46
15752;4;436.37
14212;74;21.27
16127;1;98.22
15586;33;60.33
15357;-1;36.75
13276;3;733.59
16356;3;59.7
17868;4;72.35
13110;3;538.84
15420;15;78.63
18077;9;229.14
16190;10;476.63
15191;8;116.3
17536;15;34.29
16537;14;2.05
14650;5;27.4
13880;11;135.83
15961;3;157.18
15254;8;196.04
16746;13;1331.72
18286;8;306.55
14484;13;81.51
15795;9;236.14
17204;16;474.87
17745;5;185.38
13714;1;109.05
16024;4;42.43
17954;3;795.47
15858;5;871.74
16414;3;173.45
12778;14;167.18
17413;30;37.42
15629;19;221.7
13548;1;167.97
16872;43;52.51
14318;16;14.74
16233;9;273.31
13382;10;167.2
14152;13;142.76
17081;2;487.34
17622;9;156.9
14922;7;199.42
16540;3;97.95
17290;7;291.93
16749;26;219.89
16296;7;279.17
16067;14;325.95
17748;6;76.45
14756;11;347.16
13050;5;2142.26
14590;4;861.93
17416;13;1148.52
13820;3;277.24
16130;5;325.42
15901;5;132.05
16417;6;5.95
16958;7;181.92
15194;17;461.95
17625;6;928.57
13654;15;334.65
15964;4;73.76
18166;9;23.8
15735;10;61.3
17084;11;348.31
14258;50;836.53
17293;9;294.16
13488;11;1065.17
15798;11;201.48
17834;11;224.5
15028;4;186.64
16752;6;122.35
16961;8;145.48
14092;9;546.65
17960;1;36.2
16420;60;2.07
15466;3;485.15
13156;8;345.36
14696;12;109.41
17170;13;23.72
12386;26;21.81
17296;6;128.4
14530;5;925.37
16838;9;138.51
12990;20;27.3
13760;6;209.62
16964;8;27.3
13594;3;65.85
18046;1;160.73
17505;13;177.22
15134;14;20.7
15738;19;637.76
18172;14;1268.56
14198;6;296.02
16632;9;43.55
17714;6;348.72
13428;3;120.28
14968;2;213.54
14032;18;192.84
16841;11;234.31
13262;3;158.95
15572;6;479.45
17382;27;35.01
17840;2;94.14
14802;0;4508.94
12492;11;70
17508;12;645.17
12555;1;129.23
16176;11;283.57
18049;4;219.97
15406;4;139.57
13096;6;69.95
15240;11;478.18
13700;9;78.29
17176;15;55.83
12389;12;130.06
18258;37;160.14
16010;3;424.03
14470;5;73.45
17717;13;48.4
16635;11;55.12
16844;8;103.45
14304;8;249.14
17926;11;73
13534;6;325.02
15074;19;51.62
17511;51;2751.18
16512;-2;16.95
12598;11;213.46
18052;1110;10.5
15678;10;249.19
14908;10;14.3
13368;11;104.07
13202;8;351.95
16282;30;84.9
15512;6;80.01
17720;12;334.39
17179;4;177.3
12661;19;9.65
14742;11;84.8
17929;32;69.55
17388;35;78.9
13036;6;57.95
16847;7;140.85
12495;6;114
15346;5;79.12
14576;12;2.95
17056;3;33
15950;8;872.16
12870;9;438.44
13640;27;15
17597;13;242.62
15180;12;112.33
16515;6;317.12
14410;4;527.65
18055;6;1074.74
12933;2;662.39
15784;8;171.74
14244;40;23.96
13474;3;217.89
18264;6;165.5
16724;4;40.65
17723;60;1.7
16933;4;832.01
14078;3;275.12
13308;13;43.6
16392;3;227.79
13537;8;136.1
14848;23;14.69
12538;11;53.67
12767;13;90.08
16222;6;112.65
14682;10;260.74
17059;5;836.03
13371;10;394.58
16601;6;125.4
18141;10;133.29
15452;5;346.21
13912;4;34.65
12601;7;48.95
17809;24;285.44
12435;38;220.41
17268;22;67.85
16727;5;269.61
18267;6;61.32
12976;16;203.57
14516;1;105.2
13205;256;10.95
13746;9;31.17
16395;3;1002.35
17935;4;133.75
13039;5;302.19
12810;12;62.13
17477;4;279.43
15890;11;125.53
13809;19;64.4
14350;8;201.04
16936;2;159.24
13580;9;46.15
13643;7;356.86
13414;34;78.5
17603;5;336.21
18144;20;170.61
12644;7;330.02
14954;2;120.96
12873;21;104.18
17145;13;544.15
16604;7;40.95
15724;5;20.7
17271;2;143.56
13477;13;196.78
14018;17;34.17
15558;2;110.06
14788;10;83.49
16328;8;46.07
14247;3;380.49
17812;2;220.43
14081;3;2136.24
13082;69;121.08
16481;9;52.25
16939;5;145.23
13852;6;48.35
18021;5;91.8
17480;10;52.86
15392;14;192.32
13915;4;15.8
12916;8;374.33
13145;30;307.75
16607;12;343.8
17689;13;26.38
15996;4;255.54
13686;11;41.13
14290;8;295.25
13749;-3;4.3
12979;8;132.71
14519;2;109.44
13520;13;499.51
17815;47;15.2
14894;12;89.71
12813;25;105.55
13583;8;122.081
15664;6;145.7
17025;23;54.08
14353;14;33.45
17483;10;25.79
17151;10;22.3
13958;9;1045.64
15498;13;2539.12
12647;12;2090.42
13417;6;200.06
16693;4;265.48
12418;9;224.29
17692;14;235.4
14187;6;38.4
14728;4;48.68
14562;4;463.9
12481;21;809.42
14791;6;65.79
14021;10;245.1
17901;4;43.65
15332;14;394.97
16819;14;47.34
13022;7;25.3
17360;2;354.67
13792;6;47.45
13251;8;38.29
13085;11;1041.17
14396;3;611.64
13855;7;243.74
14625;8;832.47
17028;9;327.19
16487;4;70.3
15936;11;55.76
15166;11;29.64
13626;6;132.94
17695;37;38.53
14459;20;319.111
15229;12;14.45
15770;3;108.5
18236;5;232.82
14230;7;181.48
13689;70;5.25
17237;5;193.21
14293;11;258.18
16905;4;552.09
12524;35;349.62
14064;12;256.14
13294;11;163.34
16374;2;791.14
14834;6;111.38
13523;10;226.15
17363;14;81.5
17572;10;57.79
12358;14;256.13
14897;9;282.67
13128;31;8.5
16208;6;652.5
13357;5;996.73
17031;48;54.75
14668;4;26.34
13898;12;62.01
14127;6;302.11
18113;72;1.06
16699;10;155.65
15272;1;1034.97
13191;1;110.83
17240;15;11.35
12421;7;107.96
16042;10;212.53
18239;6;139.6
15501;2;222.94
13961;10;76.15
17449;4;839.3
13025;18;27.84
16908;1;83.39
13795;43;52.96
17907;80;43.37
13566;3;334.01
12796;26;26.7
14565;12;97.7
15876;80;40.72
14940;12;52.55
15169;6;138.65
17575;14;30.8
13629;119;47.14
14399;4;516.58
13400;11;50.25
16576;8;114.79
12859;13;57.25
18116;2;542.18
15710;5;270.98
14170;1;385.6
15939;18;162.48
17243;6;3219.73
13234;2;193.43
15003;1;763.21
15544;12;474.61
14233;13;141.05
17784;3;70.36
15773;2;77.37
14774;7;67.65
12693;6;199.3
16314;10;224.55
14004;10;261.47
13463;-1;158.65
16785;8;114.83
14608;20;92.33
15607;12;272.72
16148;15;33.55
14837;15;158
16911;4;85.05
17993;1;149.09
17452;-1;227.28
13838;1;934.71
16453;9;47.01
12527;20;30.2
13297;26;179.51
15378;10;22.7
15441;10;200.57
13672;6;40.89
13901;9;639
14442;7;1094.25
12361;7;78.9
13131;10;332.57
18119;4;83.47
17661;-8;6.75
15982;2;154.49
14671;10;176.73
16211;28;33.73
16579;7;73.25
15212;9;15.99
14505;3;2556.61
13735;6;1520.29
17329;4;169.87
15046;6;698.42
16788;1;795.23
14276;9;140.48
15816;4;57.6
16045;13;182.59
13506;11;209.19
17787;11;108.72
14110;13;719.83
15109;6;96.15
15879;3;615.33
12570;1;77.52
13340;47;767.74
15650;5;180.01
16456;8;1551.28
17996;8;214.8
12799;9;42.55
14339;32;17.49
13569;1;321.13
13174;3;2695.85
15484;17;113
14173;8;26.83
15713;8;183.94
13403;11;24.05
14714;4;227.38
16254;7;236.41
14943;9;15.92
13944;4;63.68
17664;12;85.42
17123;12;68.44
12633;9;653.41
15547;5;1861.56
16791;2;1134.73
14548;7;333.07
13008;8;66.94
17873;19;296.29
17332;8;244.47
13237;5;128.65
16317;7;239.74
16088;62;26.16
13778;12;147.93
14007;3;31.79
12467;0;29.12
14777;11;91.91
12842;24;34.6
16459;11;12.84
15152;9;61.15
13612;8;183.48
13071;2;49.27
14611;14;87.25
15922;11;51.45
16151;-1;4217.59
15381;37;66.39
17000;10;48.92
14382;2;341.18
17999;2;263.21
17458;3;82.24
